,Comment,id,date,Pos,Neg,Neu
104,"Autotrader approaching 1M, adding new presenter... Rory reviewing cars in the US confirmed!!!","
 @23kently
 ",11 months ago,0.0,0.0,1.0
105,"Bruuhhhh she's really dope! She's seriously fantastic!! 

But Rory stays though 
Seriously Rory better stay ","
 @terrificfrogg8377
 ",11 months ago,0.326,0.164,0.51
106,I think it’s nice but I think I would rather have the Aston DBX 707,"
 @jeromep3182
 ",11 months ago,0.147,0.0,0.853
107,Alex & Rory are the best couple. I like to see both of them. But as reviewers Rory is unbeatable. Hopefully both are husband and wife.,"
 @markusdeep42
 ",6 months ago,0.273,0.0,0.727
108,"Bring Rory back, the show needs his swag. lol","
 @rikudan5876
 ",11 months ago,0.259,0.0,0.741
109,"Well, there's a throwback. Reminds me of the Fast, Furious and Funny days!","
 @skaterkid901
 ",11 months ago,0.294,0.206,0.5
110,"Rory
As you said yourself
"" Don't stop,don't ever stop""","
 @bryanledster
 ",11 months ago,0.0,0.172,0.828
111,"Great review! I see you playa, you stepping up your game.","
 @Justin-qf9ip
 ",11 months ago,0.328,0.0,0.672
112,I wonder how long the wait is to get a Macan these days?,"
 @ernesthemms6885
 ",11 months ago,0.0,0.0,1.0
113,Great review Alex!,"
 @kenjones1717
 ",11 months ago,0.687,0.0,0.313
114,miss you on top gear!!! you made it fun!,"
 @waynegarrett1614
 ",11 months ago,0.452,0.115,0.433
115,"Come back Rory, all is forgiven ","
 @Phathead71
 ",11 months ago,0.342,0.0,0.658
116,"Autotrader, I think you missed a trick here. Why is Rory so popular? Because he's different. He's Black, eloquent without being posh, and he has swag - style with a common touch. Alexander is posh, highly polished and comes over very much as a professional journalist.

Absolutely nothing wrong with all that but why not take chance with a female Rory? Someone not posh, possibly even from an ethnic minority and with an individual style? Risky? Nah, not really. Look at how popular going against the grain with has worked out.

All the best of luck with Alex but you're giving us something we already have in abundance on other shows/channels. Vicky Butler Henderson gave us what your new presenter does more than a decade ago","
 @latsword3513
 ",11 months ago,0.165,0.062,0.774
117,This ages very well..a great car,"
 @vindevhunta4905
 ",11 months ago (edited),0.467,0.0,0.533
118,"To be fair, I paid £14 for a first aid kit that size just the other day","
 @gospel92
 ",11 months ago,0.141,0.0,0.859
119,I bet the reason there is not a turbo is because the macan is going electric. The new turbo macan will be an EV with electric car hp and torque numbers. Then you’ll see an electric Q5 come out real soon after that.,"
 @rohanm54
 ",11 months ago,0.0,0.0,1.0
120,Rory relegated to driving the chase car!!! ,"
 @davidjewood
 ",11 months ago,0.0,0.0,1.0
121,Welcome to the team Alex as you can see we love RR and refuse to let him leave but don’t take that personally it’s just a knob gang thing ,"
 @mrortega468
 ",11 months ago,0.147,0.086,0.767
122,I’m trying to decide between one of these and a Daihatsu Terios. Think I will go with the Terios as the risk of theft is zero. I will have to wear a balaclava at all times when driving it though in case any attractive ladies in my area see me in it.,"
 @chubbygreyhound1198
 ",11 months ago,0.057,0.041,0.902
123,Excellent review lady. Awesome job. Please come back.,"
 @africanandproud6792
 ",11 months ago,0.669,0.0,0.331
124,"Ouuu those new 21"" rims are soo nice ","
 @sammirza9602
 ",11 months ago (edited),0.286,0.0,0.714
125,"Given that a full spec’d RS3 costs around £60K to £65K, I don’t think that this car is overpriced…..","
 @davidhayes4814
 ",11 months ago,0.0,0.0,1.0
126,Its really great indeed.,"
 @avuazahc1966
 ",11 months ago,0.594,0.0,0.406
127,It was fun having you both on.,"
 @danmclaryea3005
 ",11 months ago,0.355,0.0,0.645
128,"If the car is worth reviewing, I want Rory reviewing it. Create another channel for additional presenters, that we I can skip past and focus on the ones Rory is presenting.","
 @jea1034
 ",11 months ago,0.169,0.0,0.831
129,Two things…Macan has never been big enough in the back to be a “family” car…it’s almost a 2+2. And I thought the new all electric one was imminent ?,"
 @kensladen
 ",11 months ago,0.0,0.0,1.0
